Data_Venda,Canal_de_Venda,Local_de_Venda,PAX,Monetario_Vendido,RPK
12/25/2016,TeleVenda,Mindscape,1372,"53,570.01",165093
12/25/2016,Porta a Porta,Mindscape,661,"24,283.26",76885
12/25/2016,TeleVenda,Vast,1888,"52,292.86",87565
12/25/2016,Telegrafo,Arena,111,"9,491.46",14524
12/26/2016,TeleVenda,Arena,111,"6,792.12",16882
12/26/2016,TeleVenda,Mindscape,89,"4,592.93",8877
12/26/2016,TeleVenda,Arena,1412,"32,495.82",209710
12/26/2016,TeleVenda,Vast,1168,"15,351.34",56907
12/26/2016,Porta a Porta,Arena,681,"24,863.18",92498
12/26/2016,Porta a Porta,Mindscape,588,"17,929.73",67473
12/26/2016,Telegrafo,Ellipsis,70,"7,143.21",3547
12/26/2016,Telegrafo,Arena,166,"16,874.01",25961
12/26/2016,Telegrafo,Vast,124,"13,870.64",5360
12/26/2016,Porta a Porta,Ellipsis,480,"11,608.69",26288
12/26/2016,TeleVenda,Mindscape,1085,"21,603.17",133652
12/26/2016,Telegrafo,Mindscape,146,"26,307.30",22293
12/26/2016,TeleVenda,Vast,117,"6,000.48",5428
12/26/2016,TeleVenda,Ellipsis,813,"12,699.09",47813
12/26/2016,TeleVenda,Ellipsis,97,"5,596.02",5849
12/26/2016,Porta a Porta,Vast,605,"12,122.13",28333
12/27/2016,TeleVenda,Ellipsis,78,"4,675.50",4545
12/27/2016,Porta a Porta,Mindscape,627,"17,524.63",74813
12/27/2016,Telegrafo,Ellipsis,181,"31,304.12",8247
12/27/2016,TeleVenda,Mindscape,52,"2,854.98",5898
12/27/2016,Telegrafo,Arena,95,"9,274.43",13691
12/27/2016,TeleVenda,Vast,100,"5,829.07",4463
12/27/2016,TeleVenda,Arena,80,"5,352.76",12534
12/27/2016,TeleVenda,Arena,907,"19,614.15",134343
12/27/2016,Telegrafo,Vast,161,"19,457.50",8935
12/27/2016,TeleVenda,Ellipsis,657,"9,998.35",37838
12/27/2016,Porta a Porta,Arena,601,"21,201.71",82463
12/27/2016,TeleVenda,Mindscape,732,"13,354.92",90436
12/27/2016,Telegrafo,Mindscape,52,"3,517.09",6845
12/27/2016,Porta a Porta,Vast,708,"12,235.43",34198
12/27/2016,Porta a Porta,Ellipsis,490,"10,703.01",26592
12/27/2016,TeleVenda,Vast,883,"10,657.90",42555
12/28/2016,TeleVenda,Arena,109,"7,464.86",16501
12/28/2016,Telegrafo,Arena,87,"6,108.87",12157
12/28/2016,TeleVenda,Ellipsis,759,"13,103.75",42833
12/28/2016,Porta a Porta,Ellipsis,525,"11,689.93",28730
12/28/2016,TeleVenda,Ellipsis,129,"7,937.72",7734
12/28/2016,Telegrafo,Vast,52,"2,065.20",2515
12/28/2016,Porta a Porta,Arena,567,"21,150.07",78045
12/28/2016,TeleVenda,Arena,977,"23,335.80",143040
12/28/2016,TeleVenda,Vast,1030,"13,034.09",51249
12/28/2016,TeleVenda,Vast,148,"8,588.84",6881
12/28/2016,TeleVenda,Mindscape,873,"17,898.37",107387
12/28/2016,Porta a Porta,Mindscape,672,"19,431.61",81316
12/28/2016,Telegrafo,Mindscape,51,"2,942.21",6459
12/28/2016,Porta a Porta,Vast,764,"12,798.15",37176
12/28/2016,TeleVenda,Mindscape,92,"4,974.69",10745
12/28/2016,Telegrafo,Ellipsis,43,"2,218.60",2349
12/29/2016,Porta a Porta,Arena,578,"22,196.74",80906
12/29/2016,Porta a Porta,Mindscape,649,"17,983.01",75124
12/29/2016,TeleVenda,Vast,1065,"13,188.72",51358
12/29/2016,Telegrafo,Vast,52,"2,546.19",2394
12/29/2016,Porta a Porta,Ellipsis,551,"12,475.78",29825
12/29/2016,TeleVenda,Ellipsis,123,"7,476.86",7507
12/29/2016,Telegrafo,Arena,61,"3,660.27",7877
12/29/2016,TeleVenda,Arena,113,"7,674.60",17303
12/29/2016,Telegrafo,Mindscape,52,"2,802.18",5280
12/29/2016,TeleVenda,Mindscape,80,"4,925.32",9749
12/29/2016,TeleVenda,Vast,146,"9,389.09",6934
12/29/2016,TeleVenda,Arena,960,"23,199.35",142255
12/29/2016,TeleVenda,Ellipsis,793,"13,544.97",44986
12/29/2016,TeleVenda,Mindscape,837,"16,612.50",100534
12/29/2016,Porta a Porta,Vast,800,"13,185.54",38841
12/29/2016,Telegrafo,Ellipsis,35,"1,397.31",1912
12/30/2016,Porta a Porta,Arena,762,"30,969.16",110790
12/30/2016,TeleVenda,Ellipsis,1202,"30,332.03",66301
12/30/2016,TeleVenda,Vast,249,"16,328.87",11879
12/30/2016,TeleVenda,Mindscape,1253,"35,869.50",147232
12/30/2016,Telegrafo,Vast,48,"1,624.60",2117
12/30/2016,TeleVenda,Vast,1642,"33,988.84",79345
12/30/2016,TeleVenda,Arena,1602,"47,212.42",243332
12/30/2016,Telegrafo,Mindscape,83,"7,110.02",10257
12/30/2016,Porta a Porta,Mindscape,845,"25,335.10",96507
12/30/2016,TeleVenda,Arena,146,"10,017.90",22057
12/30/2016,Telegrafo,Arena,93,"5,452.61",13638
12/30/2016,TeleVenda,Mindscape,159,"8,116.15",16521
12/30/2016,Telegrafo,Ellipsis,42,"2,173.64",2515
12/30/2016,Porta a Porta,Vast,1116,"21,629.02",51732
12/30/2016,TeleVenda,Ellipsis,242,"14,990.98",14083
12/30/2016,Porta a Porta,Ellipsis,784,"20,257.06",42030
12/31/2016,Telegrafo,Ellipsis,37,"1,801.11",2213
12/31/2016,Porta a Porta,Arena,775,"33,737.57",115695
12/31/2016,TeleVenda,Mindscape,1402,"52,366.28",171180
12/31/2016,TeleVenda,Arena,1669,"63,411.62",254174
12/31/2016,TeleVenda,Ellipsis,258,"15,484.43",14775
12/31/2016,TeleVenda,Mindscape,185,"10,714.35",19169
12/31/2016,Telegrafo,Vast,67,"2,495.11",3060
12/31/2016,Telegrafo,Arena,114,"6,072.02",16498
12/31/2016,TeleVenda,Arena,168,"11,647.48",25130
12/31/2016,Porta a Porta,Ellipsis,658,"19,222.81",35366
12/31/2016,Telegrafo,Mindscape,89,"4,974.96",11185
12/31/2016,Porta a Porta,Vast,1120,"27,000.82",51051
12/31/2016,TeleVenda,Ellipsis,1288,"39,374.44",72093
12/31/2016,TeleVenda,Vast,329,"20,714.47",16401
12/31/2016,Porta a Porta,Mindscape,824,"28,052.90",95587
12/31/2016,TeleVenda,Vast,1923,"56,493.41",87914
1/1/2017,TeleVenda,Arena,1996,"74,773.51",306588
1/1/2017,Porta a Porta,Ellipsis,751,"22,222.76",41005
1/1/2017,TeleVenda,Ellipsis,254,"16,026.95",14916
1/1/2017,Telegrafo,Vast,85,"3,245.59",4192
1/1/2017,Porta a Porta,Vast,1054,"25,780.92",47702
1/1/2017,Telegrafo,Ellipsis,59,"3,569.59",3248
1/1/2017,TeleVenda,Arena,202,"13,863.86",30366
1/1/2017,TeleVenda,Vast,2218,"67,629.10",101675
1/1/2017,Porta a Porta,Mindscape,910,"30,674.23",106307
1/1/2017,TeleVenda,Ellipsis,1485,"46,501.60",81553
1/1/2017,TeleVenda,Vast,303,"17,919.26",14212
1/1/2017,Telegrafo,Mindscape,90,"6,450.07",12270
1/1/2017,TeleVenda,Mindscape,172,"10,308.55",19020
1/1/2017,Telegrafo,Arena,110,"6,555.35",16561
1/1/2017,TeleVenda,Mindscape,1667,"65,855.04",204001
1/1/2017,Porta a Porta,Arena,994,"39,900.22",148227
1/2/2017,Telegrafo,Vast,70,"2,556.90",3331
1/2/2017,Telegrafo,Mindscape,59,"3,468.25",7840
1/2/2017,Porta a Porta,Ellipsis,842,"19,092.04",46472
1/2/2017,TeleVenda,Mindscape,122,"5,817.61",12572
1/2/2017,Porta a Porta,Vast,1164,"23,334.07",57840
1/2/2017,Porta a Porta,Mindscape,989,"29,557.64",119963
1/2/2017,TeleVenda,Arena,1659,"48,403.07",252273
1/2/2017,Telegrafo,Arena,100,"4,910.70",15883
1/2/2017,Telegrafo,Ellipsis,48,"2,187.04",2495
1/2/2017,TeleVenda,Mindscape,1237,"31,957.25",154234
1/2/2017,TeleVenda,Ellipsis,1028,"20,357.69",58588
1/2/2017,TeleVenda,Arena,129,"7,771.93",19300
1/2/2017,Porta a Porta,Arena,1118,"39,349.85",165250
1/2/2017,TeleVenda,Ellipsis,125,"7,222.06",8129
1/2/2017,TeleVenda,Vast,159,"7,623.33",7339
1/2/2017,TeleVenda,Vast,1304,"23,793.36",64494
1/3/2017,TeleVenda,Mindscape,81,"3,523.22",8058
1/3/2017,TeleVenda,Ellipsis,96,"4,537.30",5617
1/3/2017,Porta a Porta,Arena,1194,"43,286.96",175200
1/3/2017,Porta a Porta,Ellipsis,1138,"22,989.31",61451
1/3/2017,Telegrafo,Mindscape,50,"2,901.44",5969
1/3/2017,TeleVenda,Arena,111,"5,778.74",15977
1/3/2017,TeleVenda,Vast,1221,"20,736.16",59993
1/3/2017,TeleVenda,Ellipsis,1059,"19,032.21",60095
1/3/2017,Telegrafo,Vast,72,"2,120.41",3343
1/3/2017,Telegrafo,Ellipsis,53,"2,741.59",2993
1/3/2017,TeleVenda,Vast,129,"7,564.36",6141
1/3/2017,Telegrafo,Arena,94,"6,342.09",14626
1/3/2017,TeleVenda,Arena,1328,"38,690.90",199814
1/3/2017,TeleVenda,Mindscape,988,"24,159.40",119488
1/3/2017,Porta a Porta,Vast,1435,"26,603.40",71793
1/3/2017,Porta a Porta,Mindscape,1090,"31,717.53",127866
1/4/2017,TeleVenda,Mindscape,183,"10,733.99",20341
1/4/2017,Telegrafo,Vast,99,"6,975.35",4496
1/4/2017,TeleVenda,Ellipsis,1649,"46,329.00",89902
1/4/2017,TeleVenda,Vast,336,"19,512.76",16678
1/4/2017,Telegrafo,Mindscape,73,"5,449.41",9140
1/4/2017,Porta a Porta,Mindscape,1143,"37,753.56",133857
1/4/2017,Porta a Porta,Ellipsis,1143,"29,234.78",60296
1/4/2017,TeleVenda,Mindscape,1817,"68,063.81",222745
1/4/2017,TeleVenda,Ellipsis,271,"15,597.48",15791
1/4/2017,Porta a Porta,Vast,1487,"35,776.39",70649
1/4/2017,TeleVenda,Vast,2410,"68,902.55",111964
1/4/2017,Telegrafo,Ellipsis,71,"4,522.06",3909
1/4/2017,TeleVenda,Arena,234,"14,302.67",35961
1/4/2017,Porta a Porta,Arena,1195,"48,178.69",169972
1/4/2017,TeleVenda,Arena,2071,"74,296.09",307220
1/4/2017,Telegrafo,Arena,125,"7,442.16",18836
1/5/2017,TeleVenda,Arena,258,"16,155.68",38086
1/5/2017,TeleVenda,Mindscape,1717,"65,875.30",210392
1/5/2017,Porta a Porta,Vast,1269,"33,013.78",59539
1/5/2017,TeleVenda,Ellipsis,309,"18,187.19",18020
1/5/2017,Porta a Porta,Mindscape,959,"34,464.23",116688
1/5/2017,TeleVenda,Mindscape,200,"10,709.27",20612
1/5/2017,Telegrafo,Arena,145,"7,821.18",20744
1/5/2017,TeleVenda,Arena,2301,"79,772.27",345391
1/5/2017,TeleVenda,Vast,2213,"66,928.42",101896
1/5/2017,Telegrafo,Vast,76,"3,759.64",3468
1/5/2017,Telegrafo,Mindscape,83,"5,755.32",11936
1/5/2017,Porta a Porta,Arena,1322,"50,925.73",189331
1/5/2017,TeleVenda,Ellipsis,1460,"44,196.05",81158
1/5/2017,TeleVenda,Vast,355,"21,390.85",17546
1/5/2017,Porta a Porta,Ellipsis,825,"24,374.15",43649
1/5/2017,Telegrafo,Ellipsis,50,"2,667.18",2788
1/6/2017,Porta a Porta,Arena,965,"39,859.54",136250
1/6/2017,TeleVenda,Mindscape,1654,"58,094.95",196277
1/6/2017,Telegrafo,Arena,128,"7,622.83",18140
1/6/2017,Porta a Porta,Mindscape,1169,"36,249.06",128592
1/6/2017,TeleVenda,Vast,325,"19,295.19",15576
1/6/2017,TeleVenda,Arena,1946,"71,729.86",286641
1/6/2017,TeleVenda,Ellipsis,1518,"44,460.73",83970
1/6/2017,TeleVenda,Vast,2163,"64,681.98",100476
1/6/2017,Telegrafo,Vast,114,"7,643.80",5127
1/6/2017,Telegrafo,Mindscape,64,"3,551.10",7458
1/6/2017,Telegrafo,Ellipsis,61,"3,740.60",3551
1/6/2017,TeleVenda,Mindscape,181,"9,646.52",19474
1/6/2017,TeleVenda,Arena,245,"14,655.10",37607
1/6/2017,TeleVenda,Ellipsis,329,"19,344.55",20152
1/6/2017,Porta a Porta,Vast,1328,"32,587.59",63163
1/6/2017,Porta a Porta,Ellipsis,787,"23,191.62",41688
1/7/2017,TeleVenda,Mindscape,171,"9,734.10",19057
1/7/2017,Porta a Porta,Vast,1407,"32,548.49",67778
1/7/2017,Porta a Porta,Mindscape,1351,"39,984.74",143660
1/7/2017,TeleVenda,Vast,2487,"71,369.01",118488
1/7/2017,Porta a Porta,Arena,1167,"46,495.37",168862
1/7/2017,Telegrafo,Vast,101,"6,631.92",4722
1/7/2017,Telegrafo,Mindscape,106,"4,721.13",12410
1/7/2017,TeleVenda,Arena,213,"14,068.67",32562
1/7/2017,Telegrafo,Ellipsis,59,"2,804.66",3372
1/7/2017,TeleVenda,Mindscape,1863,"65,705.82",221022
1/7/2017,Telegrafo,Arena,149,"9,720.85",21183
1/7/2017,TeleVenda,Arena,1988,"73,393.34",294170
1/7/2017,TeleVenda,Ellipsis,1478,"43,331.34",82881
1/7/2017,TeleVenda,Ellipsis,279,"15,527.94",16078
1/7/2017,Porta a Porta,Ellipsis,884,"23,461.79",47037
1/7/2017,TeleVenda,Vast,320,"19,079.76",15538
1/8/2017,TeleVenda,Vast,341,"20,531.51",16322
1/8/2017,TeleVenda,Mindscape,1806,"66,249.26",213412
1/8/2017,TeleVenda,Ellipsis,280,"17,104.64",16738
1/8/2017,Porta a Porta,Ellipsis,722,"22,319.98",38587
1/8/2017,TeleVenda,Arena,194,"12,991.36",29330
1/8/2017,Telegrafo,Arena,155,"10,211.09",22448
1/8/2017,TeleVenda,Ellipsis,1578,"45,832.67",86860
1/8/2017,TeleVenda,Arena,2423,"89,992.82",357563
1/8/2017,Porta a Porta,Arena,1090,"45,401.18",157277
1/8/2017,TeleVenda,Vast,2444,"67,397.44",115394
1/8/2017,Porta a Porta,Mindscape,1016,"33,850.76",114554
1/8/2017,TeleVenda,Mindscape,178,"10,625.11",19879
1/8/2017,Telegrafo,Ellipsis,79,"5,987.16",3897
1/8/2017,Porta a Porta,Vast,1104,"28,211.81",53508
1/8/2017,Telegrafo,Vast,64,"2,839.96",3046
1/8/2017,Telegrafo,Mindscape,74,"4,636.81",9433
1/9/2017,TeleVenda,Arena,128,"7,343.77",19463
1/9/2017,Telegrafo,Ellipsis,80,"2,610.76",4218
1/9/2017,Telegrafo,Vast,104,"2,633.03",5416
1/9/2017,TeleVenda,Mindscape,82,"4,564.98",9514
1/9/2017,Porta a Porta,Mindscape,2762,"60,902.05",325101
1/9/2017,Porta a Porta,Ellipsis,1813,"31,636.73",96515
1/9/2017,TeleVenda,Vast,4191,"44,929.42",209750
1/9/2017,TeleVenda,Ellipsis,122,"6,347.42",7407
1/9/2017,Porta a Porta,Vast,2930,"43,787.35",143147
1/9/2017,TeleVenda,Ellipsis,2651,"33,750.76",152788
1/9/2017,Telegrafo,Arena,163,"9,389.27",23118
1/9/2017,Telegrafo,Mindscape,117,"4,720.24",15282
1/9/2017,Porta a Porta,Arena,2493,"82,137.89",349558
1/9/2017,TeleVenda,Vast,154,"8,154.97",7252
1/9/2017,TeleVenda,Arena,4705,"97,582.17",695824
1/9/2017,TeleVenda,Mindscape,3752,"60,661.91",459153
1/10/2017,TeleVenda,Mindscape,103,"5,247.70",11501
1/10/2017,Porta a Porta,Arena,2602,"83,078.25",359049
1/10/2017,TeleVenda,Vast,3493,"37,451.62",174054
1/10/2017,Telegrafo,Mindscape,55,"2,440.49",6771
1/10/2017,TeleVenda,Mindscape,2731,"43,889.60",332937
1/10/2017,Telegrafo,Ellipsis,61,"2,636.31",3492
1/10/2017,Telegrafo,Vast,71,"2,315.01",3520
1/10/2017,Porta a Porta,Ellipsis,2189,"38,551.57",117767
1/10/2017,Porta a Porta,Vast,3077,"47,023.06",153281
1/10/2017,Telegrafo,Arena,94,"4,537.04",13595
1/10/2017,TeleVenda,Ellipsis,108,"5,575.82",6282
1/10/2017,Porta a Porta,Mindscape,2715,"62,218.64",335449
1/10/2017,TeleVenda,Arena,111,"5,998.10",16598
1/10/2017,TeleVenda,Arena,3563,"72,523.52",520355
1/10/2017,TeleVenda,Ellipsis,2360,"29,927.53",133519
1/10/2017,TeleVenda,Vast,127,"6,012.25",6003
1/11/2017,Porta a Porta,Vast,2514,"48,143.87",124216
1/11/2017,TeleVenda,Mindscape,3311,"93,385.21",404981
1/11/2017,TeleVenda,Ellipsis,323,"19,601.81",19415
1/11/2017,Telegrafo,Ellipsis,53,"1,953.15",2990
1/11/2017,TeleVenda,Arena,4026,"121,142.26",600698
1/11/2017,TeleVenda,Mindscape,212,"12,387.68",23071
1/11/2017,Porta a Porta,Mindscape,2189,"59,918.83",259932
1/11/2017,Porta a Porta,Ellipsis,1765,"37,600.70",93905
1/11/2017,TeleVenda,Arena,232,"17,354.15",35723
1/11/2017,TeleVenda,Ellipsis,2697,"60,758.26",150054
1/11/2017,Telegrafo,Vast,70,"2,326.16",3475
1/11/2017,Telegrafo,Mindscape,83,"4,147.08",11523
1/11/2017,TeleVenda,Vast,4038,"84,880.75",194173
1/11/2017,Telegrafo,Arena,144,"6,705.77",20706
1/11/2017,TeleVenda,Vast,373,"24,137.35",18502
1/11/2017,Porta a Porta,Arena,2268,"80,311.51",320856
1/12/2017,TeleVenda,Arena,1992,"75,712.51",292278
1/12/2017,TeleVenda,Ellipsis,1605,"47,231.84",87942
1/12/2017,Telegrafo,Vast,82,"3,018.74",4217
1/12/2017,TeleVenda,Mindscape,1767,"67,164.14",210586
1/12/2017,Porta a Porta,Ellipsis,751,"22,501.05",39574
1/12/2017,Telegrafo,Arena,134,"7,767.52",19743
1/12/2017,TeleVenda,Vast,2245,"61,336.22",106813
1/12/2017,Porta a Porta,Vast,984,"25,998.21",47363
1/12/2017,TeleVenda,Ellipsis,263,"15,456.87",15914
1/12/2017,TeleVenda,Vast,303,"18,259.66",14797
1/12/2017,TeleVenda,Arena,206,"14,728.64",31734
1/12/2017,Porta a Porta,Arena,1016,"42,238.71",145128
1/12/2017,Telegrafo,Ellipsis,56,"2,889.15",2954
1/12/2017,TeleVenda,Mindscape,156,"8,585.24",17057
1/12/2017,Porta a Porta,Mindscape,871,"31,151.55",103371
1/12/2017,Telegrafo,Mindscape,76,"4,761.78",9292
1/13/2017,TeleVenda,Arena,1977,"75,457.01",288404
1/13/2017,Telegrafo,Vast,60,"2,533.37",2949
1/13/2017,TeleVenda,Ellipsis,278,"16,851.79",16042
1/13/2017,TeleVenda,Mindscape,1621,"62,873.75",194787
1/13/2017,TeleVenda,Arena,202,"13,562.92",30406
1/13/2017,TeleVenda,Mindscape,159,"9,232.93",17555
1/13/2017,TeleVenda,Vast,2193,"62,781.11",102219
1/13/2017,TeleVenda,Ellipsis,1505,"43,463.43",82836
1/13/2017,Porta a Porta,Arena,999,"41,136.42",138497
1/13/2017,Porta a Porta,Ellipsis,674,"21,169.41",35622
1/13/2017,Telegrafo,Ellipsis,48,"2,140.86",2882
1/13/2017,Porta a Porta,Mindscape,869,"30,068.03",100773
1/13/2017,Telegrafo,Mindscape,66,"4,702.25",8282
1/13/2017,TeleVenda,Vast,296,"17,626.07",14741
1/13/2017,Porta a Porta,Vast,883,"23,977.49",42880
1/13/2017,Telegrafo,Arena,115,"7,006.49",16303
1/14/2017,Porta a Porta,Arena,794,"33,707.46",112983
1/14/2017,TeleVenda,Arena,171,"12,556.52",25803
1/14/2017,TeleVenda,Arena,1835,"69,419.21",267814
1/14/2017,Telegrafo,Vast,61,"3,959.17",2715
1/14/2017,TeleVenda,Mindscape,1606,"61,906.20",190284
1/14/2017,Porta a Porta,Vast,630,"20,927.01",29675
1/14/2017,TeleVenda,Vast,2046,"56,543.88",95340
1/14/2017,Telegrafo,Ellipsis,57,"4,460.69",3025
1/14/2017,Telegrafo,Mindscape,77,"5,695.25",10704
1/14/2017,Porta a Porta,Ellipsis,475,"16,910.97",25352
1/14/2017,TeleVenda,Ellipsis,1425,"42,968.39",78256
1/14/2017,Porta a Porta,Mindscape,635,"25,242.01",72181
1/14/2017,TeleVenda,Vast,280,"18,941.20",13493
1/14/2017,TeleVenda,Mindscape,155,"10,305.99",17392
1/14/2017,Telegrafo,Arena,112,"7,396.40",16423
1/14/2017,TeleVenda,Ellipsis,247,"16,911.66",15065
1/15/2017,TeleVenda,Ellipsis,190,"12,208.55",11195
1/15/2017,Porta a Porta,Ellipsis,369,"13,851.89",19829
1/15/2017,TeleVenda,Mindscape,122,"7,253.36",13802
1/15/2017,Telegrafo,Arena,91,"4,523.63",12971
1/15/2017,Telegrafo,Mindscape,48,"3,506.58",5888
1/15/2017,TeleVenda,Vast,1609,"50,185.15",76953
1/15/2017,TeleVenda,Arena,146,"9,679.99",22291
1/15/2017,Porta a Porta,Mindscape,487,"20,980.74",57766
1/15/2017,TeleVenda,Arena,1501,"61,442.81",219381
1/15/2017,Telegrafo,Vast,51,"3,692.31",2463
1/15/2017,TeleVenda,Ellipsis,1187,"42,262.68",65804
1/15/2017,Telegrafo,Ellipsis,43,"2,556.76",2554
1/15/2017,TeleVenda,Vast,188,"11,206.49",8826
1/15/2017,Porta a Porta,Vast,505,"16,815.90",23984
1/15/2017,TeleVenda,Mindscape,1281,"56,802.91",155477
1/15/2017,Porta a Porta,Arena,576,"26,519.50",79144
1/16/2017,TeleVenda,Vast,894,"19,561.87",42902
1/16/2017,Porta a Porta,Arena,534,"23,098.75",75409
1/16/2017,TeleVenda,Vast,132,"7,423.55",6138
1/16/2017,Telegrafo,Vast,58,"2,621.33",2783
1/16/2017,TeleVenda,Ellipsis,672,"15,291.56",37317
1/16/2017,Telegrafo,Mindscape,63,"4,985.97",7821
1/16/2017,TeleVenda,Mindscape,773,"22,831.75",97086
1/16/2017,TeleVenda,Ellipsis,110,"7,275.90",6777
1/16/2017,Porta a Porta,Vast,428,"12,393.75",21518
1/16/2017,Porta a Porta,Ellipsis,303,"9,756.93",16384
1/16/2017,Telegrafo,Arena,84,"4,775.19",12513
1/16/2017,Porta a Porta,Mindscape,437,"16,787.49",54758
1/16/2017,TeleVenda,Mindscape,92,"5,528.99",10347
1/16/2017,TeleVenda,Arena,97,"6,332.78",14146
1/16/2017,Telegrafo,Ellipsis,34,"1,767.26",1894
1/16/2017,TeleVenda,Arena,1040,"34,956.09",153715
1/17/2017,Telegrafo,Mindscape,48,"4,759.83",6812
1/17/2017,Porta a Porta,Mindscape,606,"20,556.22",73374
1/17/2017,TeleVenda,Mindscape,774,"21,931.28",97348
1/17/2017,TeleVenda,Ellipsis,718,"16,164.09",39496
1/17/2017,TeleVenda,Arena,94,"5,341.93",13639
1/17/2017,Telegrafo,Ellipsis,31,"1,706.69",1776
1/17/2017,Porta a Porta,Ellipsis,479,"13,977.28",25292
1/17/2017,TeleVenda,Arena,904,"29,477.01",132554
1/17/2017,TeleVenda,Vast,900,"18,184.08",43674
1/17/2017,Porta a Porta,Vast,659,"17,145.81",32416
1/17/2017,Porta a Porta,Arena,600,"25,464.05",84259
1/17/2017,TeleVenda,Mindscape,75,"4,192.80",7958
1/17/2017,Telegrafo,Arena,70,"6,288.57",9732
1/17/2017,Telegrafo,Vast,53,"2,660.41",2468
1/17/2017,TeleVenda,Ellipsis,92,"4,811.58",5265
1/17/2017,TeleVenda,Vast,94,"4,804.20",4408
1/18/2017,TeleVenda,Arena,196,"13,499.60",29912
1/18/2017,Porta a Porta,Vast,922,"28,451.86",44595
1/18/2017,Porta a Porta,Mindscape,883,"34,366.96",106274
1/18/2017,Telegrafo,Mindscape,67,"3,693.72",8861
1/18/2017,TeleVenda,Ellipsis,1759,"56,453.22",95707
1/18/2017,TeleVenda,Vast,2684,"90,796.13",124630
1/18/2017,Telegrafo,Arena,118,"6,379.20",16752
1/18/2017,TeleVenda,Mindscape,1835,"79,096.07",217811
1/18/2017,TeleVenda,Mindscape,152,"9,886.50",17449
1/18/2017,Telegrafo,Vast,64,"2,575.46",3179
1/18/2017,Porta a Porta,Ellipsis,657,"23,127.63",34779
1/18/2017,Telegrafo,Ellipsis,53,"2,344.26",2810
1/18/2017,TeleVenda,Vast,296,"19,303.45",13996
1/18/2017,Porta a Porta,Arena,782,"34,518.88",108891
1/18/2017,TeleVenda,Ellipsis,270,"16,457.08",16171
1/18/2017,TeleVenda,Arena,1964,"80,322.39",285114
1/19/2017,TeleVenda,Ellipsis,272,"18,440.12",16223
1/19/2017,TeleVenda,Mindscape,137,"9,134.65",15963
1/19/2017,TeleVenda,Mindscape,1514,"65,327.16",185196
1/19/2017,Porta a Porta,Mindscape,882,"33,053.18",103089
1/19/2017,Telegrafo,Arena,99,"5,256.81",14489
1/19/2017,TeleVenda,Arena,211,"14,949.29",31688
1/19/2017,Telegrafo,Ellipsis,42,"2,062.24",2230
1/19/2017,TeleVenda,Ellipsis,1342,"43,581.24",72503
1/19/2017,Porta a Porta,Ellipsis,664,"22,109.89",35007
1/19/2017,TeleVenda,Vast,246,"15,932.22",12145
1/19/2017,TeleVenda,Arena,1672,"68,303.78",250129
1/19/2017,Porta a Porta,Vast,867,"27,308.22",42265
1/19/2017,TeleVenda,Vast,1929,"68,347.17",89531
1/19/2017,Porta a Porta,Arena,860,"38,465.35",126269
1/19/2017,Telegrafo,Vast,59,"2,280.73",3049
1/19/2017,Telegrafo,Mindscape,71,"4,208.69",10490
1/20/2017,TeleVenda,Ellipsis,268,"17,086.01",16249
1/20/2017,TeleVenda,Arena,1767,"69,380.50",266909
1/20/2017,Telegrafo,Mindscape,70,"4,479.84",9327
1/20/2017,Porta a Porta,Ellipsis,702,"22,324.46",38100
1/20/2017,Porta a Porta,Mindscape,927,"35,234.57",110014
1/20/2017,TeleVenda,Vast,2103,"73,704.46",100068
1/20/2017,TeleVenda,Mindscape,147,"8,865.06",16322
1/20/2017,TeleVenda,Mindscape,1682,"69,399.98",203545
1/20/2017,Telegrafo,Arena,101,"5,677.59",14583
1/20/2017,Porta a Porta,Arena,808,"36,042.35",118075
1/20/2017,Telegrafo,Vast,74,"4,293.70",3439
1/20/2017,TeleVenda,Arena,175,"13,102.07",26187
1/20/2017,Porta a Porta,Vast,955,"29,058.17",47755
1/20/2017,TeleVenda,Vast,275,"19,010.95",13920
1/20/2017,TeleVenda,Ellipsis,1496,"47,041.18",83178
1/20/2017,Telegrafo,Ellipsis,60,"2,863.37",3477
1/21/2017,Porta a Porta,Mindscape,817,"30,405.03",95113
1/21/2017,Telegrafo,Arena,109,"6,379.89",15409
1/21/2017,TeleVenda,Arena,1623,"65,691.99",243644
1/21/2017,Porta a Porta,Arena,746,"33,565.55",109700
1/21/2017,Telegrafo,Vast,64,"2,732.75",3144
1/21/2017,Porta a Porta,Vast,840,"25,838.54",41958
1/21/2017,TeleVenda,Ellipsis,1404,"42,777.86",77876
1/21/2017,TeleVenda,Vast,1910,"64,119.35",89684
1/21/2017,Telegrafo,Ellipsis,41,"1,878.98",2351
1/21/2017,TeleVenda,Arena,187,"13,315.28",28550
1/21/2017,TeleVenda,Ellipsis,212,"13,610.19",12793
1/21/2017,TeleVenda,Mindscape,150,"10,519.31",17785
1/21/2017,Porta a Porta,Ellipsis,664,"21,590.00",36300
1/21/2017,Telegrafo,Mindscape,61,"3,680.56",7701
1/21/2017,TeleVenda,Vast,260,"18,069.31",12995
1/21/2017,TeleVenda,Mindscape,1525,"63,138.41",181878
1/22/2017,TeleVenda,Arena,1986,"79,266.88",303370
1/22/2017,Porta a Porta,Arena,925,"38,927.16",141479
1/22/2017,TeleVenda,Vast,246,"17,358.77",11885
